ageOfTheHouseholdHead	householdSize	farmSize	shareOfHiredLabour	commercializationIndex	totalLabourManDays	farmType	creditaccess	cropChoice	perCapitaIncome	percentNonfarmIncome	topgraphicWetnessIndex	distanceToBigMarket	None	CropMultipleTimes	ApplyFertilizer	ApplyImprovedSeed	UseIrrigationAndFertilizerApplication	UseIrrigation	Other
63	3	8.81	53	48.05	522.89	 Subsistence	 Yes	 RiceAndMaize	1242072	67.19	16.31	52.34	0.36660	0.30303	0.00002	0.23380	0.00000	0.00000	0.09654
74	7	11.52	72	25.78	926.89	 Subsistence	 Yes	 VegitAndRice	2349786	44.34	23.03	17.47	0.00000	0.00003	0.00000	0.00000	0.00019	0.00000	0.99977
72	6	3.92	10	78.52	619.08	 Diversifier	 Yes	 Maize	2029779	32.59	17.39	44.84	0.00000	0.99964	0.00035	0.00001	0.00000	0.00000	0.00000
57	8	2.05	47	60.94	957.68	 Diversifier	 Yes	 RiceAndMaize	725138	67.52	27.33	32.97	0.00002	0.43002	0.56995	0.00001	0.00000	0.00000	0.00000
82	3	9.07	19	50.39	565.21	 Diversifier	 Yes	 RiceAndMaize	2805179	28.22	22.23	45.08	0.00000	0.96998	0.02043	0.00000	0.00000	0.00000	0.00958
75	10	12.75	25	66.8	638.32	 Diversifier	 Yes	 VegitAndRice	1032837	40.98	24.44	27.88	0.00000	0.07609	0.81742	0.00000	0.00000	0.00000	0.10648
72	3	2.18	79	79.69	599.84	 Subsistence	 Yes	 VegitAndRice	491288	21.5	18.4	48.71	0.09817	0.09863	0.80320	0.00000	0.00000	0.00000	0.00000
76	8	8.23	91	80.08	842.25	 Diversifier	 Yes	 Rice	2915951	72.56	24.31	13.59	0.00000	0.00000	0.71899	0.00000	0.00003	0.00000	0.28098
58	2	13.91	52	52.73	884.57	 Diversifier	 Yes	 RiceAndMaize	1475922	26.88	21.49	37.57	0.00000	0.96998	0.02043	0.00000	0.00000	0.00000	0.00958
82	6	12.81	74	72.27	607.54	 Diversifier	 Yes	 RiceMaizeAndVegit	2079011	49.72	29.28	23.52	0.00000	0.00000	0.00089	0.00000	0.95902	0.00000	0.04009
59	4	3.21	46	35.94	15	 AgroPastoralist	 Yes	 RiceMaizeAndVegit	2312862	73.91	31.23	26.91	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
67	6	4.63	32	14.84	41.93	 Diversifier	 Yes	 Rice	1734389	33.26	15.1	52.83	0.99997	0.00000	0.00000	0.00002	0.00000	0.00000	0.00000
72	3	11.59	39	12.89	72.71	 AgroPastoralist	 Yes	 VegitAndRice	2571328	67.86	28.68	12.38	0.99998	0.00001	0.00001	0.00000	0.00000	0.00000	0.00000
78	9	9.39	30	22.27	134.28	 Diversifier	 Yes	 VegitAndRice	1685157	12.77	15.37	49.68	0.00001	0.00001	0.86158	0.00004	0.00000	0.00000	0.13837
69	5	8.17	84	1.56	257.4	 AgroPastoralist	 Yes	 VegitAndRice	1266687	81.97	26.39	4.39	0.52651	0.44353	0.00000	0.00000	0.00001	0.00000	0.02994
63	8	5.72	75	13.28	276.64	 AgroPastoralist	 Yes	 VegitAndRice	3014414	2.69	17.12	48.47	0.99999	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001
68	6	10.49	67	21.88	245.86	 Diversifier	 Yes	 RiceAndMaize	1869776	74.91	26.33	13.84	0.94207	0.04287	0.00001	0.00000	0.00000	0.00000	0.01505
58	8	11.97	54	18.36	311.27	 Diversifier	 Yes	 VegitAndRice	2608252	21.16	16.85	32.24	0.99998	0.00000	0.00002	0.00000	0.00000	0.00000	0.00000
76	3	0.76	36	53.52	272.79	 AgroPastoralist	 Yes	 RiceMaizeAndVegit	2940566	25.87	25.65	24.25	0.90536	0.00001	0.00000	0.00000	0.00000	0.00000	0.09464
74	9	2.69	15	68.36	442.09	 Diversifier	 Yes	 Rice	1328227	43.34	20.61	49.2	0.13216	0.21171	0.61601	0.00000	0.00000	0.00000	0.04012
80	1	13.39	13	60.55	38.09	 Diversifier	 Yes	 Rice	2682100	29.56	28.48	19.89	0.99999	0.00000	0.00000	0.00000	0.00000	0.00000	0.00001
87	10	13.97	22	69.53	242.01	 Diversifier	 Yes	 RiceMaizeAndVegit	663599	50.05	14.9	30.55	0.99992	0.00000	0.00007	0.00000	0.00000	0.00000	0.00001
74	2	6.43	98	83.59	365.14	 AgroPastoralist	 Yes	 RiceMaizeAndVegit	565135	25.2	30.89	11.41	0.99972	0.00026	0.00000	0.00000	0.00000	0.00000	0.00002
80	9	2.95	87	75	26.54	 AgroPastoralist	 Yes	 RiceAndMaize	3162109	79.95	20.14	47.5	0.65862	0.00000	0.00001	0.00000	0.00001	0.00000	0.34136
79	5	14.87	78	67.19	249.71	 Diversifier	 Yes	 RiceAndMaize	922065	46.36	29.55	16.74	0.33246	0.00000	0.00005	0.00000	0.64071	0.00000	0.02678
65	10	13.33	82	53.91	76.56	 Diversifier	 Yes	 RiceMaizeAndVegit	2817487	63.49	16.52	30.79	0.99998	0.00000	0.00002	0.00000	0.00000	0.00000	0.00000
84	3	6.37	26	0	646.02	 Diversifier	 Yes	 Maize	2374401	79.62	16.72	18.44	0.52555	0.00001	0.00026	0.00000	0.00001	0.00000	0.47417
73	10	0.69	43	2.73	853.79	 Diversifier	 Yes	 VegitAndRice	1512846	0	26.8	41.69	0.00000	0.96962	0.03038	0.00000	0.00000	0.00000	0.00000
87	5	13.07	2	5.86	873.03	 AgroPastoralist	 Yes	 Rice	3285189	71.55	17.59	21.1	0.98451	0.00000	0.00000	0.00000	0.00000	0.00000	0.01548
65	11	15.97	23	12.11	780.68	 Diversifier	 Yes	 RiceMaizeAndVegit	909757	1.34	28.88	62.27	0.41790	0.00002	0.27906	0.00001	0.21577	0.00000	0.08724
73	1	4.82	64	24.61	984.61	 AgroPastoralist	 Yes	 VegitAndRice	651291	61.81	15.84	10.2	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
87	9	7.65	99	26.56	869.18	 AgroPastoralist	 Yes	 RiceAndMaize	2706716	23.85	29.82	61.55	0.89452	0.00000	0.08035	0.00001	0.00000	0.00000	0.02512
60	4	16.61	76	23.44	784.53	 Diversifier	 Yes	 RiceAndMaize	946681	66.52	16.05	8.02	0.82565	0.13614	0.00004	0.00000	0.00000	0.00000	0.03816
71	7	13.2	94	30.08	819.16	 AgroPastoralist	 Yes	 Maize	3186725	23.52	25.79	35.63	0.00000	0.36851	0.61545	0.00000	0.00000	0.00000	0.01604
69	3	4.56	0	73.83	542.13	 Diversifier	 Yes	 RiceMaizeAndVegit	3457500	33.59	22.16	5.36	0.00000	0.00000	0.99999	0.00001	0.00000	0.00000	0.00000
73	8	4.88	3	56.64	688.34	 AgroPastoralist	 Yes	 RiceAndMaize	429748	57.11	24.85	39.51	0.89135	0.00001	0.00001	0.00000	0.00000	0.00000	0.10864
71	3	13.13	6	97.66	611.39	 Diversifier	 Yes	 RiceAndMaize	3112877	17.13	20.35	27.4	0.00002	0.92657	0.00001	0.00018	0.00000	0.00000	0.07322
72	8	12.04	12	76.95	699.88	 Diversifier	 Yes	 RiceMaizeAndVegit	552827	82.64	26.19	38.05	0.00001	0.47391	0.00005	0.00001	0.00001	0.00000	0.52601
80	2	0.5	75	64.45	838.4	 Diversifier	 Yes	 Maize	1291303	0.67	19.54	11.9	0.00232	0.95013	0.00001	0.04752	0.00002	0.00000	0.00000
84	10	0.95	73	98.83	753.75	 AgroPastoralist	 Yes	 Rice	2583636	56.77	29.95	39.02	0.00001	0.00001	0.00037	0.00004	0.00003	0.00000	0.99954
86	1	16.03	77	76.17	676.8	 AgroPastoralist	 Yes	 Rice	1451306	7.73	20.08	28.85	0.00000	0.00319	0.00000	0.99632	0.00000	0.00000	0.00049
88	11	15	70	93.75	545.98	 Diversifier	 Yes	 Maize	2866719	70.55	25.32	57.67	0.00003	0.29093	0.00015	0.00001	0.00000	0.00000	0.70889
83	5	5.4	24	47.66	303.57	 Subsistence	 No	 RiceMaizeAndVegit	2903643	74.24	25.99	51.86	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
65	10	3.72	18	7.81	430.55	 Subsistence	 No	 RiceAndMaize	1155916	36.62	20.68	6.81	0.07772	0.89762	0.00000	0.02279	0.00000	0.00000	0.00188
76	4	11.01	17	14.06	438.24	 Subsistence	 No	 RiceAndMaize	3408268	51.73	31.5	57.91	0.00000	0.07479	0.00000	0.92198	0.00000	0.00000	0.00323
69	9	15.58	11	35.16	45.78	 Subsistence	 No	 RiceMaizeAndVegit	934373	9.41	22.43	4.63	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
81	3	4.5	70	44.53	180.45	 Diversifier	 No	 RiceMaizeAndVegit	885141	56.1	24.58	56.46	0.46370	0.53395	0.00000	0.00000	0.00000	0.00000	0.00235
77	10	3.46	80	34.77	426.7	 Subsistence	 No	 RiceAndMaize	2485173	41.32	17.86	18.2	0.99992	0.00000	0.00000	0.00008	0.00000	0.00000	0.00000
77	3	14.16	64	0.78	318.96	 Diversifier	 No	 Rice	774370	75.25	25.18	40.23	0.00010	0.00006	0.00000	0.00000	0.00001	0.00000	0.99982
73	9	15.26	91	15.23	295.88	 Diversifier	 No	 RiceMaizeAndVegit	2546713	4.37	17.46	25.7	0.50634	0.39845	0.00000	0.00000	0.07306	0.00000	0.02216
78	1	7.85	48	75.78	299.73	 Subsistence	 No	 RiceMaizeAndVegit	3137493	14.78	26.46	34.42	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000
88	9	6.24	8	82.03	392.07	 Diversifier	 No	 VegitAndRice	1746697	61.14	21.22	1.97	0.99998	0.00001	0.00000	0.00000	0.00000	0.00000	0.00000
66	5	16.87	14	82.81	68.87	 Diversifier	 No	 RiceAndMaize	2226706	5.04	24.91	36.84	0.99978	0.00000	0.00000	0.00022	0.00000	0.00000	0.00000
60	8	14.49	35	89.45	384.38	 Diversifier	 No	 Maize	688215	69.54	15.04	26.67	0.99999	0.00001	0.00000	0.00000	0.00000	0.00000	0.00000
66	2	8.36	55	70.31	499.8	 Diversifier	 No	 Maize	1525154	15.12	30.63	33.7	0.34145	0.28962	0.00000	0.35613	0.00000	0.00000	0.01280
79	7	1.79	65	80.47	111.19	 Diversifier	 No	 VegitAndRice	1832852	60.47	23.3	17.71	0.99991	0.00000	0.00000	0.00000	0.00009	0.00000	0.00000
83	6	14.68	99	63.67	419	 Diversifier	 No	 RiceAndMaize	897449	12.43	22.29	54.77	0.24267	0.75039	0.00000	0.00000	0.00000	0.00000	0.00693
58	10	11.2	85	91.41	461.33	 Subsistence	 No	 RiceMaizeAndVegit	3506731	54.76	20.82	29.09	0.00000	0.00000	0.00000	0.82759	0.00000	0.00000	0.17240
59	5	8.62	29	29.3	530.59	 Diversifier	 No	 Maize	2386709	47.03	15.91	42.17	0.00002	0.55651	0.00003	0.00001	0.40405	0.00000	0.03938
62	6	2.11	38	42.19	923.05	 Diversifier	 No	 VegitAndRice	1488230	19.15	24.51	23.28	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
82	6	10.23	5	42.97	861.48	 Subsistence	 No	 VegitAndRice	2559020	75.59	21.55	60.58	0.00004	0.94044	0.00000	0.00000	0.00000	0.00000	0.05952
57	10	9.52	38	3.13	653.71	 Subsistence	 No	 RiceMaizeAndVegit	811294	34.94	29.75	13.11	0.00001	0.00007	0.00000	0.04182	0.00000	0.00000	0.95810
64	2	5.27	51	16.8	561.37	 Subsistence	 No	 RiceMaizeAndVegit	762062	47.7	21.08	51.38	0.00000	0.74983	0.00000	0.23929	0.00000	0.00000	0.01088
85	7	6.82	90	41.8	657.56	 Subsistence	 No	 RiceAndMaize	2042087	15.79	23.5	2.94	0.00000	0.00005	0.00000	0.95409	0.00000	0.00000	0.04586
64	4	16.1	59	30.86	992.3	 Diversifier	 No	 VegitAndRice	2165167	59.46	15.51	44.59	0.84189	0.13850	0.00000	0.00000	0.00000	0.00000	0.01960
70	7	10.81	55	28.52	849.94	 Diversifier	 No	 Maize	2522097	22.84	31.03	20.62	0.93152	0.00000	0.00000	0.00000	0.00000	0.00000	0.06848
70	4	3.27	29	71.09	761.45	 Subsistence	 No	 RiceMaizeAndVegit	2189782	31.91	19.67	56.95	0.00000	0.64169	0.00000	0.34815	0.00000	0.00000	0.01015
68	8	7.4	42	61.72	823.01	 Subsistence	 No	 RiceAndMaize	1389767	58.45	28.95	2.7	0.00000	0.00003	0.00000	0.99996	0.00000	0.00000	0.00000
61	3	11.91	43	94.53	830.7	 Subsistence	 No	 RiceAndMaize	3519039	32.92	16.58	37.81	0.00000	0.91650	0.00001	0.00006	0.00000	0.00000	0.08343
77	7	12.29	3	62.5	896.11	 Diversifier	 No	 RiceMaizeAndVegit	1968240	72.9	29.42	15.77	0.00000	0.00001	0.00002	0.00786	0.92447	0.00002	0.06763
86	5	5.33	83	50.78	707.58	 Subsistence	 No	 VegitAndRice	1771313	8.4	17.79	36.36	0.16053	0.82430	0.01483	0.00000	0.00000	0.00000	0.00035
61	11	7.46	58	90.23	807.62	 Diversifier	 No	 RiceAndMaize	2977490	41.99	27.2	17.95	0.00001	0.00000	0.00000	0.03546	0.95868	0.00001	0.00584
61	4	9.91	69	58.98	642.17	 Subsistence	 No	 Rice	1254379	40.65	15.71	58.88	0.00003	0.96580	0.00000	0.00000	0.00000	0.00000	0.03417
69	7	16.48	71	54.69	915.35	 Subsistence	 No	 VegitAndRice	2879027	52.07	24.11	8.75	0.00003	0.00019	0.00000	0.00000	0.00034	0.00000	0.99943
84	2	4.24	0	33.98	138.13	 Diversifier	 No	 VegitAndRice	3026722	50.39	30.09	24.73	0.86799	0.00001	0.12392	0.00000	0.00000	0.00000	0.00807
82	10	7.53	11	32.42	168.91	 Diversifier	 No	 RiceAndMaize	417440	27.88	17.05	41.45	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
61	3	15.52	19	21.09	122.73	 Diversifier	 No	 Rice	2066703	77.27	30.02	1.24	0.00006	0.00006	0.00000	0.00000	0.00000	0.00000	0.99988
74	7	15.9	46	8.2	65.02	 AgroPastoralist	 No	 Maize	1131300	16.13	14.5	32.73	0.00001	0.00000	0.00000	0.99154	0.00845	0.00000	0.00000
59	3	0.56	77	3.52	322.81	 AgroPastoralist	 No	 RiceMaizeAndVegit	1808236	71.89	30.42	23.04	0.71352	0.00028	0.00000	0.00000	0.00000	0.00000	0.28619
76	6	2.37	57	17.58	61.17	 Diversifier	 No	 Rice	2645176	2.02	19.61	47.74	0.99998	0.00002	0.00000	0.00000	0.00000	0.00000	0.00000
81	1	13.84	91	27.34	422.85	 Diversifier	 No	 VegitAndRice	675907	61.48	23.7	17.23	0.00004	0.00024	0.00000	0.00000	0.00000	0.00000	0.99972
88	10	9.46	93	34.38	330.51	 Diversifier	 No	 RiceMaizeAndVegit	3383652	26.2	19.47	42.41	0.99370	0.00000	0.00000	0.00000	0.00000	0.00000	0.00630
66	4	1.08	34	99.61	34.24	 Diversifier	 No	 RiceMaizeAndVegit	2054395	5.71	25.45	22.07	0.99991	0.00008	0.00000	0.00000	0.00002	0.00000	0.00000
71	8	3.4	32	88.67	457.48	 Diversifier	 No	 Rice	1192840	84.32	15.98	44.35	0.00001	0.00015	0.00000	0.00005	0.00000	0.00000	0.99978
77	1	12.49	21	80.86	411.31	 AgroPastoralist	 No	 RiceAndMaize	3272881	36.95	24.38	25.46	0.00019	0.25190	0.68135	0.00000	0.00000	0.00000	0.06657
86	9	11.33	8	54.3	388.22	 Diversifier	 No	 RiceMaizeAndVegit	1057453	64.16	22.03	58.4	0.95365	0.03948	0.00000	0.00000	0.00000	0.00000	0.00687
83	3	6.11	96	77.34	345.9	 Diversifier	 No	 VegitAndRice	737446	38.63	22.83	5.84	0.99996	0.00003	0.00001	0.00000	0.00000	0.00000	0.00000
75	10	5.85	82	57.42	495.96	 AgroPastoralist	 No	 RiceAndMaize	3469808	68.2	18.53	31.52	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
67	4	13.52	73	91.02	445.94	 Diversifier	 No	 Rice	1365151	9.07	28.27	30.06	0.53640	0.00006	0.00000	0.00000	0.00000	0.00000	0.46353
66	8	15.65	66	93.36	157.36	 Diversifier	 No	 RiceMaizeAndVegit	2435941	82.3	20.28	35.88	0.00006	0.74174	0.00000	0.00000	0.00001	0.00000	0.25819
79	5	6.04	2	12.5	665.25	 Diversifier	 No	 VegitAndRice	2275938	66.18	20.95	6.57	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
60	10	8.56	45	15.63	680.64	 AgroPastoralist	 No	 VegitAndRice	589751	6.72	24.78	34.18	0.10502	0.89338	0.00000	0.00000	0.00000	0.00000	0.00159
57	4	9.78	40	10.94	792.23	 AgroPastoralist	 No	 RiceAndMaize	2632868	75.92	14.77	22.8	0.99671	0.00000	0.00000	0.00000	0.00000	0.00000	0.00329
67	6	14.62	38	5.08	919.2	 Diversifier	 No	 RiceMaizeAndVegit	2091319	3.02	26.86	56.7	0.68186	0.00008	0.00000	0.00005	0.30063	0.00000	0.01736
64	5	0.82	66	31.25	965.37	 Diversifier	 No	 RiceMaizeAndVegit	2103627	78.95	16.99	24.01	0.93418	0.06581	0.00000	0.00000	0.00000	0.00000	0.00000
62	7	7.91	51	4.69	826.86	 Diversifier	 No	 Rice	2768255	23.18	30.56	35.39	0.87809	0.00000	0.00000	0.00001	0.00003	0.00000	0.12187
59	1	10.36	56	41.41	730.66	 AgroPastoralist	 No	 VegitAndRice	1020529	55.09	18.8	10.45	0.99188	0.00000	0.00000	0.00000	0.00000	0.00000	0.00812
87	7	10.75	86	32.03	661.41	 AgroPastoralist	 No	 VegitAndRice	2325170	35.27	24.24	62.52	0.50429	0.48362	0.00000	0.00000	0.00000	0.00000	0.01209
68	5	5.66	13	98.05	996.15	 AgroPastoralist	 No	 Maize	3125185	31.58	17.19	16.98	0.00000	0.00003	0.00000	0.00000	0.98453	0.00001	0.01543
62	8	1.27	16	55.08	888.42	 AgroPastoralist	 No	 VegitAndRice	835910	74.58	31.63	49.44	0.03280	0.95331	0.00000	0.00000	0.00000	0.00000	0.01390
85	4	10.17	11	59.77	811.46	 AgroPastoralist	 No	 VegitAndRice	3543655	27.21	22.76	9.48	0.00203	0.00410	0.00000	0.00000	0.00000	0.00019	0.99368
68	11	11.71	5	62.11	549.82	 AgroPastoralist	 No	 VegitAndRice	749754	45.69	28.54	54.28	0.00001	0.68162	0.00001	0.28429	0.00000	0.00000	0.03407
85	2	2.56	69	66.41	776.84	 Diversifier	 No	 Maize	540519	39.3	22.36	13.35	0.00000	0.99667	0.00000	0.00332	0.00000	0.00000	0.00000
81	10	3.08	95	51.17	580.61	 AgroPastoralist	 No	 Rice	2448249	57.45	27	43.63	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
78	2	15.2	59	56.25	911.5	 Diversifier	 No	 RiceAndMaize	1697465	9.74	14.63	8.27	0.00180	0.00285	0.00003	0.00000	0.00000	0.00000	0.99532
80	9	16.16	68	85.55	934.59	 AgroPastoralist	 No	 Maize	2399017	48.04	28	45.32	0.00000	0.18416	0.00002	0.71330	0.07047	0.00000	0.03205
