,IDnum,ageOfTheHouseholdHead,householdSize,farmSize,shareOfHiredLabour,commercializationIndex,totalLaborManDays,farmType,creditaccess,cropChoice,IfHireLabour,perCapitaIncome,percentNonfarmIncome,wardCode,intensificationStrategies,topgraphicWetnessIndex,distanceToBigMarket,maizePrice,RicePrice,fold
163,932,32,5,0.60702902,0.25974026,66.666672,634.23657,Subsistence,Yes,Rice,Yes,111587.7,55.941887,83,None,25.176956,4.6154642,0,1312.6154,10
164,934,49,5,0.80937201,0.12903225,73.719254,957.53247,Subsistence,Yes,Rice,Yes,159713.05,0,83,ApplyFertilizer,16.933517,3.5324085,0,1312.6154,2
165,935,46,8,5.2609181,21.919851,51.42857,127.473,Diversifier,No,RiceAndMaize,Yes,812607.13,34.254246,23,ApplyFertilizer,16.188538,19.013287,611.11108,1138.2858,7
166,936,50,6,1.0117151,7.0588236,43.47826,168.03151,Subsistence,No,Rice,Yes,167863.94,21.256769,23,None,24.022306,19.215271,0,1138.2858,5
167,937,56,6,0.60702902,25,66.666664,197.68413,Subsistence,No,Rice,Yes,26185.717,0,23,None,18.110115,19.419584,0,1138.2858,7
168,938,36,7,3.035145,76.749435,41.322315,145.95679,Subsistence,Yes,Rice,Yes,203469.39,0,23,None,26.439198,17.426989,0,1138.2858,4
169,939,28,3,0.50585753,39.200001,30.76923,247.10515,Subsistence,Yes,Rice,Yes,110304.77,0,23,ApplyFertilizer,18.654842,18.720961,0,1138.2858,8
170,940,53,4,1.1128865,25.210085,11.58674,106.92914,Subsistence,Yes,Rice,Yes,197545.19,0,23,None,16.64633,19.416456,611.11108,1138.2858,3
171,942,45,5,2.4787018,65.365028,51.851852,712.87317,Subsistence,Yes,VegitAndRice,Yes,268285.72,9.5811663,23,UseIrrigationAndFertilizerApplication,16.129574,18.912691,0,1138.2858,3
172,943,26,3,5.0585752,100,77.888443,50.014084,Subsistence,No,VegitAndRice,Yes,569361.94,0,23,UseIrrigationAndFertilizerApplication,17.156662,18.610903,0,1138.2858,7
173,944,88,1,0.404686,1.9607843,33.333332,504.09451,Subsistence,No,Rice,Yes,181114.3,0,23,None,18.110004,19.924753,0,1138.2858,9
174,947,40,5,0.68796623,70.481926,100,482.58182,Subsistence,Yes,Rice,Yes,163142.86,45.053329,23,None,24.307262,20.020014,0,1138.2858,7
175,948,51,6,1.0117151,2.0270271,61.016949,438.85873,Subsistence,Yes,Rice,Yes,33138.098,0,23,None,18.110004,19.924753,0,1138.2858,7
176,949,34,3,0.60702902,63.529411,57.142857,560.10504,Subsistence,No,Rice,Yes,64274.074,0,23,None,18.245523,19.82189,0,1138.2858,1
177,950,64,3,1.416401,73.28244,66.091957,277.46381,Diversifier,No,RiceMaizeAndVegit,Yes,3568271,80.849365,23,None,17.94512,19.918657,611.11108,1138.2858,10
178,951,35,5,0.70820051,69.230766,74.78315,367.12766,Subsistence,Yes,VegitAndRice,Yes,40356.176,0,23,None,16.646494,19.516272,0,1138.2858,10
179,952,51,6,5.9691186,83.728813,61.211342,49.421032,Subsistence,Yes,Rice,Yes,1521394.6,0,11,UseIrrigation,19.891029,14.589832,0,1247.595,6
180,953,41,5,2.3269446,69.478905,43.076923,86.594238,Subsistence,Yes,VegitAndRice,Yes,444028.09,0,11,CropMultipleTimes,19.060308,14.692819,0,1247.595,3
181,954,38,6,2.5292876,72.459015,57.290611,120.58732,Subsistence,Yes,Rice,Yes,601200.44,0,11,UseIrrigationAndFertilizerApplication,20.101101,12.77951,0,1247.595,3
182,955,48,2,0.80937201,53.846153,75,642.47339,Subsistence,Yes,Rice,Yes,513772.19,0,11,UseIrrigation,17.94512,13.986378,0,1247.595,4
183,956,35,3,1.3152295,75.949364,66.666664,360.39337,Diversifier,Yes,Maize,Yes,233144.64,0,11,None,16.99276,4.7152462,944.44446,0,3
184,957,51,6,6.2726331,1.2195122,0,156.87192,Subsistence,No,Rice,Yes,175829.8,0,11,None,17.440956,15.455795,0,1247.595,2
185,958,47,3,2.0234301,78.39196,73.134331,196.69569,Diversifier,Yes,RiceAndMaize,Yes,267352.94,0,11,ApplyImprovedSeed,18.864561,14.654543,944.44446,1247.595,7
186,959,63,10,0.80937201,45.714287,31.578947,172.97362,Subsistence,No,Rice,Yes,180153.17,0,11,ApplyImprovedSeed,19.01296,14.486462,0,1247.595,8
187,960,39,5,4.4515462,63.742851,35.874439,68.721436,Subsistence,No,Rice,Yes,887865.81,0,11,UseIrrigationAndFertilizerApplication,19.043732,14.385865,0,1247.595,4
188,961,41,5,0.9105435,81.549812,52.727276,297.62445,Subsistence,No,Rice,Yes,805425.88,0,11,UseIrrigationAndFertilizerApplication,18.032787,14.084079,0,1247.595,7
189,964,65,4,3.237488,99,75.583336,463.32217,Subsistence,Yes,RiceMaizeAndVegit,Yes,1225082.4,12.591193,11,ApplyImprovedSeed,18.838587,14.72172,944.44446,1247.595,10
190,965,48,7,6.0702901,56.52174,21.549213,37.889458,Diversifier,Yes,RiceAndMaize,Yes,844024.06,0,11,UseIrrigationAndFertilizerApplication,17.393709,13.083929,944.44446,1247.595,8
191,966,42,5,2.2257731,91.666664,46.845722,75.479393,Subsistence,No,Rice,Yes,161081.03,0,11,UseIrrigation,26.887747,15.701346,0,1247.595,1
192,967,63,5,2.0234301,63.636364,83.75518,141.34415,Subsistence,No,Rice,Yes,1011271,0,11,UseIrrigationAndFertilizerApplication,23.979715,14.688686,0,1247.595,5
193,968,49,9,3.439831,35.416668,60.416668,306.99182,Subsistence,Yes,Rice,Yes,55042.441,1.6689677,11,UseIrrigationAndFertilizerApplication,24.32617,14.589832,0,1247.595,5
194,970,58,6,4.2492032,25.324675,73.584908,144.96835,Subsistence,Yes,VegitAndRice,Yes,1277598,0,11,UseIrrigationAndFertilizerApplication,26.230106,10.771505,0,1247.595,6
195,971,49,10,1.0117151,0.17699115,0,558.45764,Subsistence,No,Rice,Yes,88084.336,0,11,None,27.132345,7.1431665,0,1247.595,2
196,972,40,4,0.45500001,0,40,831.04395,Subsistence,No,Rice,No,60874.406,0,11,None,20.272249,10.439437,0,1247.595,10
197,973,80,3,3.642174,0.2096436,0,130.96573,Diversifier,No,Rice,Yes,219087.27,33.275017,11,None,18.798313,7.0058403,0,1247.595,2
198,974,50,8,2.4281161,21.22016,71.428574,155.2644,Subsistence,No,Rice,Yes,153871.84,31.414028,11,None,18.686893,7.0805554,0,1247.595,4
199,975,37,5,2.0234301,61.714287,76.397514,345.9472,Subsistence,Yes,Rice,Yes,250594,0,11,None,26.850933,6.353622,0,1247.595,7
200,977,61,6,1.0117151,14.522821,50,238.20937,Diversifier,No,VegitAndRice,Yes,26475.344,0,11,None,19.837683,7.3443432,0,1247.595,8
201,978,62,4,2.3269446,54.077251,47.784534,200.2626,Subsistence,Yes,Rice,Yes,341237.16,0,11,None,18.864561,6.3623762,0,1247.595,9
202,979,37,6,1.0117151,52.380951,66.817497,332.10931,Subsistence,Yes,Rice,Yes,29513.148,0,11,None,20.640974,6.319284,0,1247.595,1
203,980,52,6,2.2257731,2.9126213,66.666664,185.10422,Subsistence,Yes,Rice,Yes,84597.148,0,11,None,26.799639,6.553556,0,1247.595,3
204,981,47,7,1.416401,36.226414,66.666664,187.0939,Subsistence,Yes,Rice,Yes,95173.258,0,11,None,19.099529,6.4641552,0,1247.595,3
205,982,47,4,2.0234301,43.596729,59.269794,181.37518,Diversifier,No,VegitAndRice,Yes,508837.78,35.994942,11,ApplyImprovedSeed,26.838354,6.3144779,0,1247.595,3
206,983,70,4,2.5292876,0.68965518,22.200199,229.31358,Subsistence,No,Rice,Yes,202660.13,0,11,None,18.700499,7.1601477,0,1247.595,5
207,984,37,6,1.9222585,81.993568,48.3559,161.78885,Subsistence,No,Rice,Yes,113612.23,0,11,None,26.850933,6.3144779,0,1247.595,1
208,985,41,5,1.7199155,90.410957,20.873714,169.77579,Subsistence,Yes,Rice,Yes,307358.34,0,11,None,18.6731,6.9376163,0,1247.595,6
209,986,30,4,2.4281161,2.4390244,76.92308,202.62622,Subsistence,No,Rice,Yes,272851.28,0,11,None,18.838587,6.8028355,0,1247.595,9
210,987,61,6,0.50585753,70.66246,49.019608,156.66466,Subsistence,No,Rice,Yes,117237.48,0,11,None,26.745573,7.0998249,0,1247.595,6
211,988,56,5,1.618744,0.078926601,17.029972,782.70557,Subsistence,No,Rice,Yes,224484.8,0,11,None,18.825342,7.1197524,0,1247.595,2
212,989,38,7,1.821087,2.8208332,25.528811,622.93378,Subsistence,Yes,Rice,Yes,193316.83,0,11,None,18.864561,6.3344793,0,1247.595,5
213,990,66,5,2.6304591,0.89585668,66.666664,678.96893,Subsistence,No,Rice,Yes,150338.3,0,11,None,18.825342,6.6493683,0,1247.595,1
214,991,65,5,1.416401,0.4223865,37.142857,668.59595,Diversifier,No,RiceAndMaize,Yes,214574.78,26.728561,91,None,31.657511,1.8900648,805.68878,1403.9215,9
215,992,75,7,1.618744,1.5432099,46.153847,400.31036,Subsistence,Yes,RiceAndMaize,Yes,275447.44,15.712755,91,ApplyImprovedSeed,31.657511,1.9815508,805.68878,1403.9215,8
216,993,70,6,4.2492032,6.2135921,29.466129,121.1992,Subsistence,No,Rice,Yes,176703.58,38.890911,91,None,25.801111,2.0244956,0,1403.9215,2
217,994,42,4,0.9105435,56.324471,68.590607,380.22162,Subsistence,No,Rice,Yes,205508.81,0,91,None,18.186281,1.9350412,0,1403.9215,8
218,995,57,4,1.416401,74.285713,43.029259,197.68413,Subsistence,Yes,RiceAndMaize,Yes,626304.06,0,91,None,25.764744,1.9764371,805.68878,1403.9215,9
219,996,40,5,1.3152295,79.166664,66.666664,255.46872,Subsistence,No,RiceAndMaize,Yes,36415.336,0,91,None,15.495391,1.2724752,805.68878,1403.9215,3
220,997,45,6,2.0234301,11.261261,75,219.42937,Subsistence,No,RiceAndMaize,Yes,22138.547,0,91,None,25.359278,2.3398499,805.68878,1403.9215,1
221,998,31,3,1.0117151,72.413795,42.13483,229.31358,Subsistence,Yes,RiceAndMaize,Yes,159888,0,91,CropMultipleTimes,24.66613,1.8900648,805.68878,1403.9215,8
222,999,28,3,0.80937201,39.215687,52.747253,441.0827,Subsistence,Yes,Rice,Yes,60323.52,0,91,None,31.654543,2.0244956,0,1403.9215,5
223,1000,30,3,0.50585753,11.392406,50,937.02271,Subsistence,No,Rice,Yes,86058.813,0,91,None,23.921051,2.01196,0,1403.9215,2
224,1001,39,3,1.1128865,54.782608,0,413.33954,Subsistence,No,Rice,Yes,13921.563,0,91,None,25.764744,2.0714397,0,1403.9215,2
225,1003,60,5,2.2257731,65.694221,53.631287,207.90529,Subsistence,No,RiceAndMaize,Yes,160272.98,29.235851,91,None,31.65608,1.9350412,805.68878,1403.9215,8
226,1004,48,6,0.60702902,0.27942717,61.666668,589.5517,Subsistence,No,Rice,Yes,87745.094,0,91,None,25.464638,2.2085786,0,1403.9215,6
227,1005,33,4,0.60702902,23.076923,19.070118,256.98935,Subsistence,No,Rice,Yes,110993.77,0,91,None,25.513428,2.2085786,0,1403.9215,9
228,1006,69,4,0.60702902,37.533512,32.258064,614.46814,Subsistence,No,VegitAndRice,Yes,81191.172,0,91,None,18.805321,2.122117,0,1403.9215,7
229,1007,37,6,1.0117151,76.825394,0,311.35248,Subsistence,No,Rice,Yes,750675.31,71.970467,91,None,31.65608,2.0244956,0,1403.9215,3
230,1008,38,4,0.80937201,66.666664,57.553425,667.18396,Subsistence,No,Rice,Yes,250487.53,0,91,None,31.654543,1.9350412,0,1403.9215,7
231,1010,48,6,4.6538892,99.10714,56.798817,336.92252,Subsistence,No,Rice,Yes,909907.25,4.3206229,11,None,25.965414,10.693714,0,1247.595,9
232,1011,38,4,1.214058,9.4117651,44.275215,140.02626,Diversifier,No,RiceAndMaize,Yes,230907.88,0,11,UseIrrigationAndFertilizerApplication,27.084026,11.842398,944.44446,1247.595,2
233,1013,43,6,12.342923,20.149254,0,21.712847,AgroPastoralist,Yes,Rice,Yes,241207.48,0,11,ApplyImprovedSeed,28.537331,11.972853,0,1247.595,2
234,1014,41,8,2.0234301,87.447701,32.456139,236.23253,Subsistence,No,Rice,Yes,429958.88,48.323952,11,UseIrrigationAndFertilizerApplication,26.420149,12.474558,0,1247.595,6
235,1015,53,9,3.9456885,19.791666,100,194.64284,Subsistence,No,Rice,Yes,74321.391,0,11,None,18.437595,12.156136,0,1247.595,4
236,1017,37,4,2.1246016,25.992781,90,260.75476,Subsistence,No,Rice,Yes,329348.13,0,11,None,24.953814,12.719184,0,1247.595,4
237,1018,37,3,1.618744,63.082436,64.10257,517.06757,Subsistence,Yes,Rice,Yes,942168.81,9.6553402,11,ApplyImprovedSeed,28.52569,12.474558,0,1247.595,10
238,1019,26,3,1.0117151,17.105263,92.617447,751.19965,Subsistence,Yes,Rice,Yes,335971.34,0,11,ApplyFertilizer,18.750153,12.172359,0,1247.595,8
239,1020,30,3,0.70820051,45.714287,44.444443,345.94724,Subsistence,No,Rice,Yes,184442.2,0,11,None,19.01296,10.813232,0,1247.595,4
240,1021,33,3,1.3152295,43.783783,66.666664,281.3197,Subsistence,No,Rice,Yes,346667.66,0,11,None,17.014219,11.403572,0,1247.595,1
241,1022,36,7,0.60702902,50.2994,59.760956,275.11041,Subsistence,No,Rice,Yes,105098.79,0,11,UseIrrigation,26.420149,12.474558,0,1247.595,8
242,1023,43,8,2.9339736,21.276596,75.621544,96.115387,Subsistence,No,Rice,Yes,258940.69,0,11,UseIrrigationAndFertilizerApplication,26.420149,12.373553,0,1247.595,1
243,1025,36,3,1.1128865,45,47.477745,107.82771,Subsistence,Yes,RiceAndMaize,Yes,197963.3,0,11,None,20.085154,14.728935,944.44446,1247.595,9
244,1026,63,6,2.2257731,0.16293278,0,275.74689,Subsistence,No,RiceAndMaize,Yes,15173.597,0,11,None,16.240372,3.1588414,676.88849,1247.595,8
245,1028,65,3,1.821087,37.161293,56.074768,70.928329,Subsistence,No,RiceAndMaize,Yes,225026.73,0,11,None,20.085154,14.728935,944.44446,1247.595,2
246,1029,60,3,0.60702902,3.515625,0,421.72614,Subsistence,No,Rice,Yes,194377.77,0,83,None,15.142417,3.2207074,0,1466.6666,9
247,1030,43,6,0.9105435,4.1095891,66.666664,240.51569,Subsistence,No,Rice,Yes,113366.66,0,83,None,16.476219,2.8771732,0,1466.6666,8
248,1031,51,2,0.9105435,49.301395,51.063831,550.22083,Diversifier,No,RiceAndMaize,Yes,854152.38,0,83,CropMultipleTimes,18.32634,2.919076,1111.1111,1466.6666,9
249,1032,58,1,0.70820051,8.7378645,73.837952,145.43904,Diversifier,No,RiceAndMaize,Yes,1065930.1,0,83,CropMultipleTimes,18.118771,2.9242716,1111.1111,1466.6666,9
250,1033,53,5,0.70820051,29.319372,37.5,269.69763,Diversifier,No,RiceAndMaize,Yes,266094.47,0,83,None,17.30777,12.635365,1111.1111,1466.6666,4
251,1034,47,6,2.5292876,37.918217,72.837608,106.35406,Subsistence,Yes,RiceAndMaize,Yes,290148.25,0,83,None,18.353739,3.1185381,1111.1111,1466.6666,1
252,1035,35,4,1.3152295,32.432434,78.688522,140.65985,Diversifier,Yes,RiceAndMaize,Yes,23637.527,0,83,None,16.240372,3.1588414,1111.1111,1466.6666,6
253,1036,57,4,1.0117151,52,18.32617,222.39464,Diversifier,No,RiceAndMaize,Yes,128381.23,0,83,None,16.645836,3.4409809,1111.1111,1466.6666,5
254,1037,37,3,1.618744,2.749141,56.724178,179.769,Diversifier,No,RiceAndMaize,Yes,186658.42,0,83,None,19.073584,2.716146,1111.1111,1466.6666,3
255,1039,73,7,5.6656041,30.249111,4.9180326,49.597534,Diversifier,No,RiceMaizeAndVegit,Yes,116142.86,0,83,ApplyImprovedSeed,16.453764,4.3303905,1111.1111,1466.6666,5
256,1040,72,6,1.214058,1.9607843,1.3294336,168.03151,Diversifier,No,RiceMaizeAndVegit,Yes,18690.475,0,83,UseIrrigation,16.933517,2.8488955,1111.1111,1466.6666,9
257,1041,33,6,0.50585753,0,0,245.45778,Diversifier,Yes,Maize,No,8861.1113,0,83,CropMultipleTimes,26.132467,3.1250215,1111.1111,0,2
258,1043,73,5,0.30351451,0.3508772,0,938.99957,Subsistence,No,Rice,Yes,39400,0,83,None,19.184811,3.01794,1111.1111,1466.6666,7
259,1044,30,4,0.50585753,1.5384616,0,128.49467,Subsistence,No,Rice,Yes,35833.332,0,83,ApplyImprovedSeed,15.142417,3.3801527,0,1466.6666,2
260,1045,65,2,0.404686,0.17985612,0,1373.9047,Subsistence,No,Rice,Yes,NA,0,83,None,18.770533,32.730236,0,1466.6666,7
261,1046,34,3,0.60702902,40,0,172.9736,Subsistence,Yes,Rice,Yes,84000,0,83,None,16.933517,2.8488955,0,1466.6666,4
262,1047,50,4,0.70820051,31.578947,17.49548,107.31424,Diversifier,Yes,RiceAndMaize,Yes,288271.63,0,83,CropMultipleTimes,19.184811,3.01794,1111.1111,1466.6666,3
263,1048,55,1,0.50585753,0,0,672.12604,Diversifier,No,VegitAndRice,No,NA,13.5959,83,CropMultipleTimes,25.176956,3.8713896,1111.1111,1466.6666,10
264,1049,49,3,1.3152295,0.24096386,0,315.53427,Diversifier,Yes,RiceAndMaize,Yes,121720.29,0,83,CropMultipleTimes,14.396434,3.1201601,1111.1111,1466.6666,4
265,1050,53,4,1.3152295,27.777779,68.372093,164.22989,Subsistence,No,Rice,Yes,283500,0,83,None,18.118771,2.4845872,0,1466.6666,9
266,1051,41,5,1.0117151,21.89781,52.100842,135.41362,Diversifier,Yes,RiceMaizeAndVegit,Yes,431314.28,31.283916,83,CropMultipleTimes,24.771492,3.214417,1111.1111,1466.6666,5
267,1052,54,5,1.0117151,76.84729,66.754387,200.64938,Subsistence,No,Rice,Yes,110733.34,0,83,None,17.280441,2.391187,0,1466.6666,10
268,1053,53,6,0.9105435,33.870968,22.996058,136.1824,Subsistence,No,Rice,Yes,66322.219,0,83,None,17.341066,2.3549387,0,1466.6666,9
